Time,Pos,EstPos,EstVel,PosRef,Volt
30.491,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.496,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.501,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.506,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.511,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.516,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.521,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.526,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.531,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.536,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.541,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.546,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.551,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.556,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.561,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.566,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.571,-0.92188,-0.921215,0.131961,-0.9144,-2.09681
30.576,-0.921915,-0.921215,0.131961,-0.9144,-2.09681
30.581,-0.921915,-0.921248,0.132545,-0.9144,-2.08873
30.586,-0.921915,-0.921246,0.132562,-0.9144,-2.0921
30.591,-0.921915,-0.921246,0.132562,-0.9144,-2.09219
30.596,-0.921915,-0.921246,0.132562,-0.9144,-2.09219
30.601,-0.921915,-0.921246,0.132562,-0.9144,-2.09219
30.606,-0.921915,-0.921246,0.132562,-0.9144,-2.09219
30.611,-0.921915,-0.921246,0.132562,-0.9144,-2.09219
30.616,-0.921915,-0.921246,0.132562,-0.9144,-2.09219
30.621,-0.921915,-0.921246,0.132562,-0.9144,-2.09219
